-2.10631	-0.311834	-0.0345277
-1.97868	0.600629	-0.423271
-1.96976	0.0602148	0.883585
-1.84212	0.972677	0.494842
-1.78912	-0.720751	-0.890201
-1.76058	-1.25014	-0.0422996
-1.66149	0.191712	-1.27894
-1.53963	-0.648149	1.44324
-1.49189	0.764823	1.40815
-1.42643	1.13872	-1.06004
-1.41035	-1.45799	0.87101
-1.20547	1.74071	0.425496
-1.10209	-1.32649	-1.29152
-1.07355	-1.85588	-0.443618
-1.06176	0.05646	1.96781
-0.948565	1.84333	-0.535475
-0.895568	0.149903	-1.92052
-0.855244	1.53286	1.33881
-0.723316	-2.06373	0.469692
-0.660511	1.09691	-1.70162
-0.549839	-0.788399	-1.92829
-0.307627	-1.89769	-1.08519
-0.302996	2.07095	0.702035
-0.182644	1.80152	-1.17705
-0.159283	0.386699	2.24434
-0.0460857	2.17357	-0.258936
-0.0316478	1.29916	1.8556
0.026527	0.491172	-2.10293
0.244621	-1.35959	-1.72196
0.259059	-2.234	0.392574
0.372257	-0.44713	-2.11071
0.515969	-2.13138	-0.568397
0.5206	1.83726	1.21883
0.799731	1.63125	-1.25417
0.823092	0.21643	2.16723
0.929006	0.821411	-1.8264
0.93629	2.0033	-0.336054
0.950727	1.12889	1.77848
1.06822	-1.59329	-1.20517
1.16154	-1.90376	0.669113
1.27474	-0.116891	-1.83417
1.28652	1.79545	0.577256
1.41845	-1.80114	-0.291859
1.51013	-0.389312	1.76591
1.6394	-1.19915	1.19368
1.70486	-0.825254	-1.27451
1.71665	1.08708	1.13691
2.05509	-1.03311	-0.361205
2.06238	0.148781	1.12914
2.19165	-0.66106	0.556909
