0.741537036	0.200215	-0.1260613	
0.200215	0.741537036	-0.1260613	
-0.1260613	0.741537036	0.200215	
-0.1260613	0.200215	0.741537036	
0.741537036	-0.1260613	0.200215	
0.200215	-0.1260613	0.741537036	
-0.74153704	-0.200215	-0.1260613	
-0.200215	-0.74153704	-0.1260613	
-0.74153704	0.126061296	0.200215	
-0.200215	0.126061296	0.741537036	
0.126061296	-0.74153704	0.200215	
0.126061296	-0.200215	0.741537036	
0.126061296	0.741537036	-0.200215	
0.126061296	0.200215	-0.74153704	
-0.74153704	-0.1260613	-0.200215	
-0.200215	-0.1260613	-0.74153704	
-0.74153704	0.200215	0.126061296	
-0.200215	0.741537036	0.126061296	
0.741537036	0.126061296	-0.200215	
0.200215	0.126061296	-0.74153704	
-0.1260613	-0.74153704	-0.200215	
-0.1260613	-0.200215	-0.74153704	
0.741537036	-0.200215	0.126061296	
0.200215	-0.74153704	0.126061296
