-2.28105	0.415073	0.355032
-2.26376	0.123529	-0.60137
-1.95942	0.191082	1.27502
-1.91416	-0.572188	-1.22887
-1.83105	1.30611	0.414652
-1.80308	0.834382	-1.13284
-1.53565	1.56526	-0.504902
-1.50942	1.08212	1.33464
-1.45348	0.138664	-1.76034
-1.42173	-0.462885	1.8072
-1.36578	-1.40634	-1.28778
-1.05599	1.92651	0.294737
-1.00348	1.0297	-1.70072
-0.873349	-1.29704	1.74828
-0.828087	-2.06031	-0.755608
-0.736046	1.76057	-1.07278
-0.734358	1.70252	1.21473
-0.693613	0.978841	1.90367
-0.639414	0.0239766	2.19572
-0.620378	-0.256157	-2.14772
-0.56618	-1.21102	-1.85566
-0.523746	-1.99275	1.12078
-0.506458	-2.2843	0.164383
-0.256384	2.12182	-0.273142
-0.170378	0.634879	-2.0881
-0.0910342	-0.810175	2.13681
-0.0284846	-1.86499	-1.32349
0.262334	1.81746	-1.07207
0.264023	1.7594	1.21543
0.268605	-0.709466	-2.08277
0.304768	1.03573	1.90437
0.358966	0.0808612	2.19643
0.474634	-1.93587	1.12149
0.491922	-2.22741	0.16509
0.559427	2.01855	0.295881
0.611936	1.12174	-1.69957
0.718606	0.181569	-2.02315
0.742065	-1.205	1.74943
0.787326	-1.96827	-0.754464
0.806301	-1.36343	-1.55059
1.07815	1.71418	-0.503052
1.10437	1.23104	1.33649
1.19207	-0.313959	1.80905
1.27424	-1.74055	0.553612
1.39977	1.49019	0.416939
1.42775	1.01846	-1.13055
1.53442	0.0782924	-1.45412
1.54167	-1.00968	1.18155
1.56964	-1.4814	-0.365941
1.58861	-0.876572	-1.16207
1.65275	0.396893	1.27758
1.94815	0.65604	0.358026
1.96544	0.364496	-0.598376
2.00235	-0.298825	0.65008
2.01964	-0.590368	-0.306321
