-2.15668	0.495061	-0.251865
-2.11885	-0.35533	-0.776655
-2.10711	-0.0278611	0.599073
-2.06928	-0.878252	0.0742834
-1.86944	0.510904	-1.2096
-1.73968	-0.858124	1.01819
-1.70357	1.37373	-0.10144
-1.62337	0.527628	1.27541
-1.60453	-0.852618	-1.47536
-1.52434	-1.69872	-0.0985095
-1.41634	1.38958	-1.05917
-1.37397	1.39386	0.842467
-1.35513	0.0136152	-1.9083
-1.25595	-0.302635	1.69452
-1.2371	-1.68288	-1.05624
-1.19474	-1.6786	0.845397
-0.9326	1.94507	-0.382835
-0.802839	0.576038	1.84495
-0.680421	-2.17589	0.146695
-0.621988	1.43534	-1.6649
-0.603	1.96519	0.561071
-0.584159	0.584947	-2.18969
-0.553436	1.44227	1.41201
-0.41203	-0.779796	1.93973
-0.393189	-2.16004	-0.811035
-0.374201	-1.63019	1.41494
-0.138249	1.99083	-0.988569
0.0410761	0.0988776	2.09015
0.140114	-2.12748	0.716238
0.376067	1.49354	-1.68727
0.395054	2.0234	0.538704
0.413896	0.643148	-2.21206
0.444618	1.50047	1.38964
0.471244	-1.1995	1.73074
0.604865	-2.10184	-0.833402
0.682286	2.03924	-0.419026
0.812047	0.67021	1.80876
0.924351	-0.320823	1.88116
0.934465	-2.08171	0.110504
0.98556	-1.69678	1.03204
1.1966	1.54195	-1.11773
1.23897	1.54623	0.783908
1.25781	0.165988	-1.96686
1.37584	-1.53051	-1.1148
1.5262	1.56208	-0.173822
1.6064	0.715971	1.20303
1.62524	-0.664276	-1.54774
1.70544	-1.51038	-0.170891
1.7187	-0.275061	1.27543
1.74155	0.721477	-1.29052
1.75653	-1.12545	0.750639
2.07115	0.741605	-0.346614
2.10898	-0.108786	-0.871404
2.12071	0.218683	0.504324
2.15854	-0.631708	-0.0204658
