-2.09189	0.457125	0.461283
-2.06839	0.573344	-0.531663
-2.0452	-0.522023	0.658995
-2.00719	-0.333976	-0.947624
-1.99286	-1.01095	-0.211757
-1.61539	1.32897	0.574601
-1.60106	0.651996	1.31047
-1.5919	1.44519	-0.418345
-1.55438	-0.327152	1.50818
-1.43168	-0.930207	-1.50735
-1.41734	-1.60718	-0.771479
-0.797731	1.7605	0.955667
-0.783399	1.08352	1.69153
-0.75972	1.94854	-0.650953
-0.707866	-0.500771	2.01144
-0.561668	-0.987607	-1.99703
-0.538479	-2.08297	-0.806374
-0.268895	2.14341	0.198233
-0.231373	0.371074	2.12476
-0.00964241	-1.70006	-1.56381
0.0487832	1.58688	1.45893
0.110287	1.89114	-1.14064
0.170999	-0.976564	1.97654
0.270514	-0.484253	-2.22964
0.308036	-2.25659	-0.303115
0.577619	1.9698	0.701491
0.600809	0.874428	1.89215
0.601112	2.08601	-0.291454
0.647491	-0.104719	2.08986
0.685805	1.29491	-1.70036
0.746517	-1.57279	1.41682
0.747007	0.387593	-2.11632
0.798861	-2.06172	0.54607
0.82254	-1.1967	-1.79642
0.836872	-1.87368	-1.06055
1.45648	1.494	0.666596
1.47082	0.817028	1.40246
1.47998	1.61022	-0.32635
1.5175	-0.16212	1.60018
1.53232	1.12129	-1.1971
1.5787	-1.06944	1.18421
1.59352	0.213973	-1.61306
1.63104	-1.55837	0.313462
1.6402	-0.765175	-1.41535
1.65454	-1.44215	-0.679484
