0	-1.6180	-0.43120
0	1.6180	-0.43120
0	-1.3764	1.2818
0	0.85065	1.8076
-1.6180	0	0.43120
0.85065	0	-0.95693
-0.50000	-1.5388	0.43120
0.26287	-0.80902	-0.95693
0.26287	0.80902	-0.95693
1.6180	0	0.43120
-0.95106	-1.3090	-0.43120
-0.95106	1.3090	-0.43120
0.95106	-1.3090	-0.43120
0.95106	1.3090	-0.43120
-0.68819	-0.50000	-0.95693
-0.68819	0.50000	-0.95693
-0.50000	1.5388	0.43120
0.50000	-1.5388	0.43120
0.50000	1.5388	0.43120
-1.3090	-0.95106	0.43120
-1.3090	0.95106	0.43120
1.3090	-0.95106	0.43120
1.3090	0.95106	0.43120
-1.5388	-0.50000	-0.43120
-1.5388	0.50000	-0.43120
1.5388	-0.50000	-0.43120
1.5388	0.50000	-0.43120
1.3090	-0.42533	1.2818
0.80902	1.1135	1.2818
-0.80902	0.26287	1.8076
-0.50000	-0.68819	1.8076
-1.3090	-0.42533	1.2818
-0.80902	1.1135	1.2818
0.50000	-0.68819	1.8076
0.80902	0.26287	1.8076
